 52 4093.415334 3.195E-27 1.434E+00.06320.069 2172.56480.77-.004303              3              1                    P  6      475683 5 8 5 5 2 8    22.0   26.0
 53 4093.742250 4.720E-28 1.511E+00.06770.074 2128.41370.76-.003831              3              1                    P  4      475683 5 8 5 5 2 8     7.0    9.0
 51 4095.253762 8.225E-30 2.829E+00.05530.059 4656.17240.77-.005142              4              2                    P 14      465683 5 8 5 5 2 8    27.0   29.0
 52 4095.342242 3.469E-31 2.751E+00.05950.065 4296.76860.79-.003875              4              2                    R  8      465683 5 8 5 5 2 8    38.0   34.0
 52 4095.539337 7.037E-24 4.194E-01.05310.057  561.89580.72-.005284              2              0                    P 17      475683 5 8 5 5 3 8    66.0   70.0
 51 4096.743830 5.193E-27 1.303E+00.04830.051 3284.08460.72-.005510              3              1                    P 24      475663 5 8 5 5 2 8    47.0   49.0
 51 4097.089671 5.563E-25 4.062E-01.04320.046 2149.37990.74-.005736              2              0                    P 33      475623 5 8 5 5 2 8    65.0   67.0
 53 4097.339163 2.016E-24 4.237E-01.05450.059  439.11570.75-.005194              2              0                    P 15      475683 5 8 5 5 3 8    29.0   31.0
 52 4097.383658 2.978E-27 1.471E+00.06510.071 2150.71030.76-.004091              3              1                    P  5      475683 5 8 5 5 2 8    18.0   22.0
 53 4097.566018 3.820E-28 1.598E+00.07120.077 2113.89740.77-.003510              3              1                    P  3      475683 5 8 5 5 2 8     5.0    7.0
 52 4098.292479 3.311E-31 2.786E+00.05860.064 4329.24690.78-.003945              4              2                    R  9      465683 5 8 5 5 2 8    42.0   38.0
 51 4099.925403 9.926E-30 2.859E+00.05610.060 4603.38890.78-.005083              4              2                    P 13      465683 5 8 5 5 2 8    25.0   27.0
 52 4100.243905 9.018E-24 4.234E-01.05380.058  499.51460.73-.005241              2              0                    P 16      475683 5 8 5 5 3 8    62.0   66.0
 52 4101.175953 3.074E-31 2.819E+00.05770.063 4365.32960.78-.004022              4              2                    R 10      465683 5 8 5 5 2 8    46.0   42.0
 52 4101.287227 2.617E-27 1.525E+00.06770.074 2132.49690.76-.003831              3              1                    P  4      475683 5 8 5 5 2 8    14.0   18.0
 53 4101.325133 2.701E-28 1.789E+00.07570.081 2103.00970.77-.003108              3              1                    P  2      475683 5 8 5 5 2 8     3.0    5.0
 53 4101.897920 2.470E-24 4.280E-01.05530.059  384.26120.76-.005142              2              0                    P 14      475683 5 8 5 5 3 8    27.0   29.0
 51 4102.123454 7.790E-27 1.315E+00.04900.052 3192.98150.72-.005483              3              1                    P 23      475683 5 8 5 5 2 8    45.0   47.0
 51 4103.097556 1.000E-24 4.096E-01.04380.046 2023.37150.74-.005712              2              0                    P 32      475623 5 8 5 5 2 8    63.0   65.0
 52 4103.992529 2.782E-31 2.850E+00.05690.062 4405.01550.77-.004104              4              2                    R 11      465683 5 8 5 5 2 8    50.0   46.0
 51 4104.528953 1.169E-29 2.890E+00.05690.062 4554.36700.78-.005016              4              2                    P 12      465683 5 8 5 5 2 8    23.0   25.0
 52 4104.885188 1.131E-23 4.276E-01.05450.059  440.79120.74-.005194              2              0                    P 15      475683 5 8 5 5 3 8    58.0   62.0
 53 4105.019462 1.407E-28 2.704E+00.08030.087 2095.75100.78-.002599              3              1                    P  1      475683 5 8 5 5 2 8     1.0    3.0
 52 4105.125906 2.119E-27 1.613E+00.07120.077 2117.92550.77-.003510              3              1                    P  3      475683 5 8 5 5 2 8    10.0   14.0
 53 4106.393484 2.958E-24 4.325E-01.05610.060  333.05460.76-.005083              2              0                    P 13      475683 5 8 5 5 3 8    25.0   27.0
 52 4106.742074 2.457E-31 2.879E+00.05610.060 4448.30300.77-.004190              4              2                    R 12      465683 5 8 5 5 2 8    54.0   50.0
 51 4107.436444 1.145E-26 1.326E+00.04960.053 3105.64790.73-.005454              3              1                    P 22      475683 5 8 5 5 2 8    43.0   45.0
 52 4108.899561 1.498E-27 1.806E+00.07570.081 2106.99640.77-.003108              3              1                    P  2      475683 5 8 5 5 2 8     6.0   10.0
 51 4109.040115 1.764E-24 4.131E-01.04430.047 1901.13080.74-.005688              2              0                    P 31      475623 5 8 5 5 2 8    61.0   63.0
 51 4109.064265 1.343E-29 2.924E+00.05770.063 4509.10880.79-.004939              4              2                    P 11      465683 5 8 5 5 2 8    21.0   23.0
 52 4109.424453 2.119E-31 2.908E+00.05530.059 4495.19050.76-.004280              4              2                    R 13      465683 5 8 5 5 2 8    58.0   54.0
 52 4109.463053 1.387E-23 4.320E-01.05530.059  385.72750.75-.005142              2              0                    P 14      475683 5 8 5 5 3 8    54.0   58.0
 53 4110.825723 3.459E-24 4.373E-01.05690.062  285.49790.77-.005016              2              0                    P 12      475683 5 8 5 5 3 8    23.0   25.0
 52 4112.039532 1.787E-31 2.936E+00.05450.059 4545.67630.76-.004372              4              2                    R 14      465683 5 8 5 5 2 8    62.0   58.0
 53 4112.213228 1.449E-28 9.151E-01.08030.087 2092.12160.78-.003557              3              1                    R  0      475683 5 8 5 5 2 8     3.0    1.0
 52 4112.608058 7.807E-28 2.730E+00.08030.087 2099.71010.78-.002599              3              1                    P  1      475683 5 8 5 5 2 8     2.0    6.0
 51 4112.682654 1.650E-26 1.338E+00.05030.053 3022.08730.73-.005424              3              1                    P 21      475683 5 8 5 5 2 8    41.0   43.0
 51 4113.531195 1.502E-29 2.961E+00.05860.064 4467.61580.79-.004850              4              2                    P 10      465683 5 8 5 5 2 8    19.0   21.0
 52 4113.977366 1.663E-23 4.366E-01.05610.060  334.32560.76-.005083              2              0                    P 13      475683 5 8 5 5 3 8    50.0   54.0
 52 4114.587177 1.475E-31 2.964E+00.05380.058 4599.75860.75-.004467              4              2                    R 15      465683 5 8 5 5 2 8    66.0   62.0
 51 4114.917200 3.052E-24 4.166E-01.04480.047 1782.66240.74-.005663              2              0                    P 30      485623 5 8 5 5 2 8    59.0   61.0
 53 4115.194503 3.947E-24 4.425E-01.05770.063  241.59270.78-.004939              2              0                    P 11      475683 5 8 5 5 3 8    21.0   23.0
 53 4115.712398 2.863E-28 1.106E+00.07570.081 2095.75100.78-.003598              3              1                    R  1      475683 5 8 5 5 2 8     5.0    3.0
 52 4117.067254 1.191E-31 2.991E+00.05310.057 4657.43520.75-.004562              4              2                    R 16      465683 5 8 5 5 2 8    70.0   66.0
 51 4117.861938 2.328E-26 1.350E+00.05100.054 2942.30280.74-.005392              3              1                    P 20      475683 5 8 5 5 2 8    39.0   41.0
 51 4117.929593 1.633E-29 3.002E+00.05950.065 4429.88980.79-.004746              4              2                    P  9      465683 5 8 5 5 2 8    17.0   19.0
 52 4118.427993 1.946E-23 4.414E-01.05690.062  286.58750.77-.005016              2              0                    P 12      475683 5 8 5 5 3 8    46.0   50.0
 53 4119.146249 4.170E-28 1.194E+00.07120.077 2103.00970.77-.003625              3              1                    R  2      475683 5 8 5 5 2 8     7.0    5.0
 53 4119.499691 4.389E-24 4.480E-01.05860.064  201.34070.78-.004850              2              0                    P 10      475683 5 8 5 5 3 8    19.0   21.0
 52 4119.829041 8.039E-28 9.238E-01.08030.087 2096.06690.78-.003557              3              1                    R  0      475683 5 8 5 5 2 8     6.0    2.0
 51 4120.728658 5.179E-24 4.202E-01.04540.048 1667.97090.74-.005639              2              0                    P 29      485623 6 8 5 5 2 8    57.0   59.0
 51 4122.259315 1.721E-29 3.047E+00.06060.066 4395.93220.79-.004623              4              2                    P  8      465683 5 8 5 5 2 8    15.0   17.0
 53 4122.514647 5.305E-28 1.248E+00.06770.074 2113.89740.76-.003650              3              1                    R  3      475683 5 8 5 5 2 8     9.0    7.0
 52 4122.814799 2.223E-23 4.466E-01.05770.063  242.51480.78-.004939              2              0                    P 11      475683 5 8 5 5 3 8    42.0   46.0
 51 4122.974151 3.217E-26 1.363E+00.05170.055 2866.29750.74-.005359              3              1                    P 19      475683 5 8 5 5 2 8    37.0   39.0
 52 4123.341258 1.589E-27 1.117E+00.07570.081 2099.71010.78-.003598              3              1                    R  1      475683 5 8 5 5 2 8    10.0    6.0
 53 4123.741153 4.745E-24 4.541E-01.05950.065  164.74330.78-.004746              2              0                    P  9      475683 5 8 5 5 3 8    17.0   19.0
 53 4125.817460 6.216E-28 1.286E+00.06510.071 2128.41370.76-.003678              3              1                    R  4      475683 5 8 5 5 2 8    11.0    9.0
 51 4126.474366 8.617E-24 4.238E-01.04600.049 1557.06070.74-.005614              2              0                    P 28      485623 6 8 5 5 2 8    55.0   57.0
 51 4126.520213 1.754E-29 3.100E+00.06180.068 4365.74430.78-.004478              4              2                    P  7      465683 5 8 5 5 2 8    13.0   15.0
 52 4126.787780 2.314E-27 1.206E+00.07120.077 2106.99640.77-.003625              3              1                    R  2      475683 5 8 5 5 2 8    14.0   10.0
 52 4127.137651 2.473E-23 4.522E-01.05860.064  202.10920.78-.004850              2              0                    P 10      475683 5 8 5 5 3 8    38.0   42.0
 53 4127.918758 4.979E-24 4.610E-01.06060.066  131.80180.77-.004623              2              0                    P  8      475683 5 8 5 5 3 8    15.0   17.0
 51 4128.019146 4.353E-26 1.376E+00.05240.056 2794.07430.75-.005323              3              1                    P 18      475683 5 8 5 5 2 8    35.0   37.0
 53 4129.054554 6.870E-28 1.315E+00.06320.069 2146.55810.77-.003714              3              1                    R  5      475683 5 8 5 5 2 8    13.0   11.0
 52 4130.168472 2.943E-27 1.260E+00.06770.074 2117.92550.76-.003650              3              1                    R  3      475683 5 8 5 5 2 8    18.0   14.0
 51 4130.712142 1.719E-29 3.165E+00.06320.069 4339.32740.77-.004303              4              2                    P  6      465683 5 8 5 5 2 8    11.0   13.0
 52 4131.396414 2.676E-23 4.584E-01.05950.065  165.37220.79-.004746              2              0                    P  9      475683 5 8 5 5 3 8    34.0   38.0
 53 4132.032370 5.051E-24 4.690E-01.06180.068  102.51750.76-.004478              2              0                    P  7      475683 5 8 5 5 3 8    13.0   15.0
 51 4132.154167 1.406E-23 4.274E-01.04650.049 1449.93590.74-.005589              2              0                    P 27      485623 6 8 5 5 2 8    53.0   55.0
 53 4132.225797 7.253E-28 1.340E+00.06180.068 2168.32990.78-.003759              3              1                    R  6      475683 5 8 5 5 2 8    15.0   13.0
 51 4132.996778 5.764E-26 1.389E+00.05310.057 2725.63610.75-.005284              3              1                    P 17      475683 5 8 5 5 2 8    33.0   35.0
 52 4133.483202 3.447E-27 1.298E+00.06510.071 2132.49690.76-.003678              3              1                    R  4      475683 5 8 5 5 2 8    22.0   18.0
 51 4134.834953 1.608E-29 3.248E+00.06510.071 4316.68240.76-.004091              4              2                    P  5      465683 5 8 5 5 2 8     9.0   11.0
 53 4135.331054 7.370E-28 1.361E+00.06060.066 2193.72830.79-.003813              3              1                    R  7      475683 5 8 5 5 2 8    17.0   15.0
 52 4135.590954 2.809E-23 4.654E-01.06060.066  132.30500.78-.004623              2              0                    P  8      475683 5 8 5 5 3 8    30.0   34.0
 53 4136.081858 4.932E-24 4.788E-01.06320.069   76.89140.75-.004303              2              0                    P  6      475683 5 8 5 5 3 8    11.0   13.0
 52 4136.731834 3.809E-27 1.328E+00.06320.069 2150.71030.77-.003714              3              1                    R  5      475683 5 8 5 5 2 8    26.0   22.0
 51 4137.767916 2.249E-23 4.311E-01.04710.050 1346.60080.74-.005563              2              0                    P 26      485623 6 8 5 5 2 8    51.0   53.0
 51 4137.906900 7.469E-26 1.402E+00.05380.058 2660.98550.76-.005241              3              1                    P 16      475683 5 8 5 5 2 8    31.0   33.0
 53 4138.370194 7.243E-28 1.381E+00.05950.065 2222.75230.79-.003875              3              1                    R  8      475683 5 8 5 5 2 8    19.0   17.0
 51 4138.888500 1.418E-29 3.367E+00.06770.074 4297.81020.76-.003831              4              2                    P  4      465683 5 8 5 5 2 8     7.0    9.0
 52 4139.721137 2.852E-23 4.735E-01.06180.068  102.90890.78-.004478              2              0                    P  7      475683 5 8 5 5 3 8    26.0   30.0
 52 4139.914234 4.019E-27 1.353E+00.06180.068 2172.56480.78-.003759              3              1                    R  6      475683 5 8 5 5 2 8    30.0   26.0
 53 4140.067087 4.600E-24 4.914E-01.06510.071   54.92440.74-.004091              2              0                    P  5      475683 5 8 5 5 3 8     9.0   11.0
 53 4141.343082 6.909E-28 1.398E+00.05860.064 2255.40100.78-.003945              3              1                    R  9      475683 5 8 5 5 2 8    21.0   19.0
 51 4142.749366 9.464E-26 1.416E+00.05450.059 2600.12490.76-.005194              3              1                    P 15      475683 5 8 5 5 2 8    29.0   31.0
 51 4142.872637 1.151E-29 3.562E+00.07120.077 4282.71160.77-.003510              4              2                    P  3      465683 5 8 5 5 2 8     5.0    7.0
 52 4143.030268 4.083E-27 1.375E+00.06060.066 2198.05970.79-.003813              3              1                    R  7      475683 5 8 5 5 2 8    34.0   30.0
 51 4143.315466 3.526E-23 4.349E-01.04770.051 1247.05920.74-.005537              2              0                    P 25      485623 6 8 5 5 2 8    49.0   51.0
 52 4143.786828 2.786E-23 4.833E-01.06320.069   77.18500.77-.004303              2              0                    P  6      475683 5 8 5 5 3 8    22.0   26.0
 53 4143.987925 4.045E-24 5.093E-01.06770.074   36.61740.74-.003831              2              0                    P  4      475683 5 8 5 5 3 8     7.0    9.0
 53 4144.249586 6.410E-28 1.415E+00.05770.063 2291.67320.78-.004022              3              1                    R 10      475683 5 8 5 5 2 8    23.0   21.0
 52 4146.079802 4.010E-27 1.394E+00.05950.065 2227.19410.79-.003875              3              1                    R  8      475683 5 8 5 5 2 8    38.0   34.0
 51 4146.787216 8.157E-30 3.988E+00.07570.081 4271.38710.77-.003108              4              2                    P  2      465683 5 8 5 5 2 8     3.0    5.0
 53 4147.089574 5.795E-28 1.431E+00.05690.062 2331.56740.77-.004104              3              1                    R 11      475683 5 8 5 5 2 8    25.0   23.0
 51 4147.524030 1.172E-25 1.431E+00.05530.059 2543.05670.77-.005142              3              1                    P 14      475683 5 8 5 5 2 8    27.0   29.0
 52 4147.787893 2.599E-23 4.961E-01.06510.071   55.13410.76-.004091              2              0                    P  5      475683 5 8 5 5 3 8    18.0   22.0
 53 4147.844237 3.277E-24 5.389E-01.07120.077   21.97100.75-.003510              2              0                    P  3      475683 5 8 5 5 3 8     5.0    7.0
 51 4148.796673 5.420E-23 4.387E-01.04830.051 1151.31500.74-.005510              2              0                    P 24      585623 6 8 5 5 2 8    47.0   49.0
 52 4149.062702 3.823E-27 1.412E+00.05860.064 2259.96680.78-.003945              3              1                    R  9      475683 5 8 5 5 2 8    42.0   38.0
 53 4149.862911 5.112E-28 1.446E+00.05610.060 2375.08220.77-.004190              3              1                    R 12      475683 5 8 5 5 2 8    27.0   25.0
 51 4150.632092 4.256E-30 6.028E+00.08030.087 4263.83720.78-.002599              4              2                    P  1      465683 5 8 5 5 2 8     1.0    3.0
 53 4151.635892 2.318E-24 6.034E-01.07570.081   10.98570.76-.003108              2              0                    P  2      475683 5 8 5 5 3 8     3.0    5.0
 52 4151.724198 2.287E-23 5.142E-01.06770.074   36.75720.76-.003831              2              0                    P  4      475683 5 8 5 5 3 8    14.0   18.0
 52 4151.978835 3.544E-27 1.429E+00.05770.063 2296.37670.78-.004022              3              1                    R 10      475683 5 8 5 5 2 8    46.0   42.0
 51 4152.230745 1.418E-25 1.446E+00.05610.060 2489.78310.78-.005083              3              1                    P 13      475683 5 8 5 5 2 8    25.0   27.0
 53 4152.569466 4.404E-28 1.460E+00.05530.059 2422.21600.76-.004280              3              1                    R 13      475683 5 8 5 5 2 8    29.0   27.0
 51 4154.211390 8.164E-23 4.426E-01.04900.054 1059.37180.74-.005587              2              0                    P 23      585725 6 8 5 3 2 3    45.0   47.0
 52 4154.828065 3.202E-27 1.444E+00.05690.062 2336.42240.77-.004104              3              1                    R 11      475683 5 8 5 5 2 8    50.0   46.0
 53 4155.209104 3.710E-28 1.474E+00.05450.059 2472.96720.76-.004372              3              1                    R 14      475683 5 8 5 5 2 8    31.0   29.0
 53 4155.362756 1.208E-24 9.120E-01.08030.087    3.66190.77-.002599              2              0                    P  1      475683 5 8 5 5 3 8     1.0    3.0
 52 4155.595608 1.853E-23 5.440E-01.07120.077   22.05490.77-.003510              2              0                    P  3      475683 5 8 5 5 3 8    10.0   14.0
 51 4156.869364 1.674E-25 1.463E+00.05690.062 2440.30620.78-.005016              3              1                    P 12      475683 5 8 5 5 2 8    23.0   25.0
 52 4157.610259 2.822E-27 1.460E+00.05610.060 2380.10250.77-.004190              3              1                    R 12      475683 5 8 5 5 2 8    54.0   50.0
 53 4157.781695 3.057E-28 1.488E+00.05380.058 2527.33370.75-.004467              3              1                    R 15      475683 5 8 5 5 2 8    33.0   31.0
 51 4158.112142 4.385E-30 2.040E+00.08030.087 4260.06220.78-.003557              4              2                    R  0      465683 5 8 5 5 2 8     3.0    1.0
 52 4159.401990 1.311E-23 6.091E-01.07570.081   11.02760.78-.003108              2              0                    P  2      475683 5 8 5 5 3 8     6.0   10.0
 51 4159.559472 1.205E-22 4.466E-01.04960.054  971.23320.74-.005084              2              0                    P 22      585725 6 8 5 3 2 3    43.0   45.0
 53 4160.287104 2.465E-28 1.502E+00.05310.057 2585.31370.75-.004562              3              1                    R 16      475683 5 8 5 5 2 8    35.0   33.0
 52 4160.325284 2.430E-27 1.474E+00.05530.059 2427.41530.76-.004280              3              1                    R 13      475683 5 8 5 5 2 8    58.0   54.0
 51 4161.439741 1.927E-25 1.480E+00.05770.063 2394.62790.79-.004939              3              1                    P 11      475683 5 8 5 5 2 8    21.0   23.0
 51 4161.747023 8.661E-30 2.467E+00.07570.081 4263.83720.78-.003598              4              2                    R  1      465683 5 8 5 5 2 8     5.0    3.0
 53 4162.621577 1.244E-24 3.087E-01.08030.087    0.00000.77-.003557              2              0                    R  0      475683 5 8 5 5 3 8     3.0    1.0
 53 4162.725198 1.947E-28 1.516E+00.05240.056 2646.90500.74-.004658              3              1                    R 17      475683 5 8 5 5 2 8    37.0   35.0
 52 4162.973004 2.045E-27 1.489E+00.05450.059 2478.35910.76-.004372              3              1                    R 14      475683 5 8 5 5 2 8    62.0   58.0
 52 4163.143209 6.832E-24 9.207E-01.08030.087    3.67590.79-.002599              2              0                    P  1      475683 5 8 5 5 3 8     2.0    6.0
 51 4164.840773 1.742E-22 4.507E-01.05030.054  886.90240.74-.005939              2              0                    P 21      585725 6 8 5 3 2 3    41.0   43.0
 53 4165.095846 1.506E-28 1.529E+00.05170.055 2712.10540.74-.004754              3              1                    R 18      475683 5 8 5 5 2 8    39.0   37.0
 51 4165.311613 1.260E-29 2.663E+00.07120.077 4271.38710.77-.003625              4              2                    R  2      465683 5 8 5 5 2 8     7.0    5.0
 52 4165.553287 1.683E-27 1.503E+00.05380.058 2532.93210.75-.004467              3              1                    R 15      475683 5 8 5 5 2 8    66.0   62.0
 51 4165.941729 2.159E-25 1.499E+00.05860.064 2352.74990.79-.004850              3              1                    P 10      475683 5 8 5 5 2 8    19.0   21.0
 53 4166.153267 2.459E-24 3.732E-01.07570.081    3.66190.76-.003598              2              0                    R  1      475683 5 8 5 5 3 8     5.0    3.0
 53 4167.398915 1.142E-28 1.542E+00.05100.054 2780.91240.73-.004850              3              1                    R 19      475683 5 8 5 5 2 8    41.0   39.0
 52 4168.065999 1.356E-27 1.517E+00.05310.057 2591.13210.75-.004562              3              1                    R 16      475683 5 8 5 5 2 8    70.0   66.0
 51 4168.805764 1.599E-29 2.783E+00.06770.074 4282.71160.76-.003650              4              2                    R  3      465683 5 8 5 5 2 8     9.0    7.0
 53 4169.619634 3.581E-24 4.029E-01.07120.077   10.98570.75-.003625              2              0                    R  2      475683 5 8 5 5 3 8     7.0    5.0
 53 4169.634271 8.485E-29 1.555E+00.05030.053 2853.32350.73-.004945              3              1                    R 20      475683 5 8 5 5 2 8    43.0   41.0
 51 4170.055146 2.468E-22 4.548E-01.05100.054  806.38280.74-.005465              2              0                    P 20      585775 6 8 5 3 2 3    39.0   41.0
 51 4170.375182 2.352E-25 1.519E+00.05950.065 2314.67390.79-.004746              3              1                    P  9      475683 5 8 5 5 2 8    17.0   19.0
 52 4170.429620 7.038E-24 3.116E-01.08030.087    0.00000.79-.003557              2              0                    R  0      475683 5 8 5 5 3 8     6.0    2.0
 52 4170.511005 1.070E-27 1.530E+00.05240.056 2652.95710.74-.004658              3              1                    R 17      475683 5 8 5 5 2 8    74.0   70.0
 53 4171.801783 6.182E-29 1.568E+00.04960.053 2929.33600.72-.005039              3              1                    R 21      475683 5 8 5 5 2 8    45.0   43.0
 51 4172.229329 1.869E-29 2.868E+00.06510.071 4297.81020.76-.003678              4              2                    R  4      465683 5 8 5 5 2 8    11.0    9.0
 52 4172.888173 8.266E-28 1.544E+00.05170.055 2718.40470.74-.004754              3              1                    R 18      475683 5 8 5 5 2 8    78.0   74.0
 53 4173.020543 4.553E-24 4.210E-01.06770.074   21.97100.74-.003650              2              0                    R  3      475683 5 8 5 5 3 8     9.0    7.0
 53 4173.901317 4.417E-29 1.581E+00.04900.052 3008.94730.72-.005132              3              1                    R 22      475683 5 8 5 5 2 8    47.0   45.0
 52 4173.974545 1.391E-23 3.768E-01.07570.081    3.67590.78-.003598              2              0                    R  1      475683 5 8 5 5 3 8    10.0    6.0
 51 4174.739953 2.483E-25 1.542E+00.06060.066 2280.40120.79-.004623              3              1                    P  8      475683 5 8 5 5 2 8    15.0   17.0
 52 4175.197367 6.258E-28 1.557E+00.05100.054 2787.47270.73-.004850              3              1                    R 19      475683 5 8 5 5 2 8    82.0   78.0
 51 4175.202446 3.422E-22 4.590E-01.05170.054  729.67740.74-.005354              2              0                    P 19      585785 6 8 5 3 2 3    37.0   39.0
 51 4175.582162 2.058E-29 2.934E+00.06320.069 4316.68240.77-.003714              4              2                    R  5      465683 5 8 5 5 2 8    13.0   11.0
 53 4175.932741 3.095E-29 1.594E+00.04830.051 3092.15430.71-.005224              3              1                    R 23      475683 5 8 5 5 2 8    49.0   47.0
 53 4176.355862 5.332E-24 4.339E-01.06510.071   36.61740.74-.003678              2              0                    R  4      475683 5 8 5 5 3 8    11.0    9.0
 52 4177.438456 4.644E-28 1.570E+00.05030.053 2860.15840.73-.004945              3              1                    R 20      475683 5 8 5 5 2 8    86.0   82.0
 52 4177.453769 2.025E-23 4.068E-01.07120.077   11.02760.77-.003625              2              0                    R  2      475683 5 8 5 5 3 8    14.0   10.0
 53 4177.895923 2.128E-29 1.607E+00.04770.051 3178.95400.71-.005314              3              1                    R 24      475663 5 8 5 5 2 8    51.0   49.0
 51 4178.864116 2.164E-29 2.989E+00.06180.068 4339.32740.78-.003759              4              2                    R  6      465683 5 8 5 5 2 8    15.0   13.0
 51 4179.035895 2.534E-25 1.569E+00.06180.068 2249.93340.78-.004478              3              1                    P  7      475683 5 8 5 5 2 8    13.0   15.0
 52 4179.611304 3.379E-28 1.584E+00.04960.053 2936.45910.72-.005039              3              1                    R 21      475683 5 8 5 5 2 8    90.0   86.0
 53 4179.625457 5.889E-24 4.439E-01.06320.069   54.92440.75-.003714              2              0                    R  5      475683 5 8 5 5 3 8    13.0   11.0
 53 4179.790731 1.435E-29 1.620E+00.04710.050 3269.34320.70-.005402              3              1                    R 25      475663 5 8 5 5 2 8    53.0   51.0
 51 4180.282526 4.646E-22 4.634E-01.05240.054  656.78920.76-.005312              2              0                    P 18      685785 6 8 5 3 2 3    35.0   37.0
 52 4180.867159 2.575E-23 4.251E-01.06770.074   22.05490.76-.003650              2              0                    R  3      475683 5 8 5 5 3 8    18.0   14.0
 53 4181.617030 9.498E-30 1.633E+00.04650.049 3363.31850.70-.005489              3              1                    R 26      475663 5 8 5 5 2 8    55.0   53.0
 52 4181.715779 2.411E-28 1.597E+00.04900.052 3016.37200.72-.005132              3              1                    R 22      475683 5 8 5 5 2 8    94.0   90.0
 51 4182.075043 2.188E-29 3.037E+00.06060.066 4365.74430.79-.003813              4              2                    R  7      465683 5 8 5 5 2 8    17.0   15.0
 53 4182.829196 6.212E-24 4.523E-01.06180.068   76.89140.76-.003759              2              0                    R  6      475683 5 8 5 5 3 8    15.0   13.0
 51 4183.262861 2.487E-25 1.602E+00.06320.069 2223.27140.77-.004303              3              1                    P  6      475683 5 8 5 5 2 8    11.0   13.0
 53 4183.374691 6.169E-30 1.646E+00.04600.049 3460.87660.70-.005574              3              1                    R 27      475663 5 8 5 5 2 8    57.0   55.0
 52 4183.751747 1.687E-28 1.610E+00.04830.051 3099.89420.71-.005224              3              1                    R 23      475683 5 8 5 5 2 8    98.0   94.0
 52 4184.214581 3.014E-23 4.381E-01.06510.071   36.75720.76-.003678              2              0                    R  4      475683 5 8 5 5 3 8    22.0   18.0
 53 4185.063579 3.933E-30 1.658E+00.04540.048 3562.01380.70-.005656              3              1                    R 28      475663 5 8 5 5 2 8    59.0   57.0
 51 4185.214797 2.138E-29 3.080E+00.05950.065 4395.93220.79-.003875              4              2                    R  8      465683 5 8 5 5 2 8    19.0   17.0
 51 4185.295240 6.172E-22 4.678E-01.05310.054  587.72090.76-.005224              2              0                    P 17      685785 6 8 5 3 2 3    33.0   35.0
 52 4185.719074 1.158E-28 1.623E+00.04770.051 3187.02260.71-.005314              3              1                    R 24      475663 5 8 5 5 2 8   102.0   98.0
 53 4185.966945 6.306E-24 4.595E-01.06060.066  102.51750.77-.003813              2              0                    R  7      475683 5 8 5 5 3 8    17.0   15.0
 53 4186.683563 2.461E-30 1.671E+00.04480.047 3666.72650.70-.005738              3              1                    R 29      475663 5 8 5 5 2 8    61.0   59.0
 51 4187.420705 2.329E-25 1.644E+00.06510.071 2200.41640.76-.004091              3              1                    P  5      475683 5 8 5 5 2 8     9.0   11.0
 52 4187.495901 3.328E-23 4.482E-01.06320.069   55.13410.77-.003714              2              0                    R  5      475683 5 8 5 5 3 8    26.0   22.0
 52 4187.617628 7.795E-29 1.636E+00.04710.050 3277.75410.70-.005402              3              1                    R 25      475663 5 8 5 5 2 8   106.0  102.0
 53 4188.234510 1.512E-30 1.684E+00.04430.047 3775.01070.70-.005817              3              1                    R 30      465663 5 8 5 5 2 8    63.0   61.0
 51 4188.283232 2.027E-29 3.120E+00.05860.064 4429.88980.78-.003945              4              2                    R  9      465683 5 8 5 5 2 8    21.0   19.0
 53 4189.038572 6.190E-24 4.660E-01.05950.065  131.80180.78-.003875              2              0                    R  8      475683 5 8 5 5 3 8    19.0   17.0
 52 4189.447273 5.150E-29 1.649E+00.04650.049 3372.08510.70-.005489              3              1                    R 26      475663 5 8 5 5 2 8   110.0  106.0
 53 4189.716288 9.122E-31 1.697E+00.04380.046 3886.86250.70-.005894              3              1                    R 31      465663 5 8 5 5 2 8    65.0   63.0
 51 4190.240441 8.022E-22 4.725E-01.05380.054  522.47510.76-.005228              2              0                    P 16      685785 6 8 5 3 2 3    31.0   33.0
 52 4190.710984 3.509E-23 4.566E-01.06180.068   77.18500.77-.003759              2              0                    R  6      475683 5 8 5 5 3 8    30.0   26.0
 53 4191.128765 5.403E-31 1.710E+00.04320.046 4002.27780.70-.005969              3              1                    R 32      465663 5 8 5 5 2 8    67.0   65.0
 52 4191.207878 3.339E-29 1.662E+00.04600.049 3470.01230.70-.005574              3              1                    R 27      475663 5 8 5 5 2 8   114.0  110.0
 51 4191.280199 1.867E-29 3.157E+00.05770.063 4467.61580.78-.004022              4              2                    R 10      465683 5 8 5 5 2 8    23.0   21.0
 51 4191.509279 2.056E-25 1.705E+00.06770.074 2181.36920.76-.003831              3              1                    P  4      475683 5 8 5 5 2 8     7.0    9.0
 53 4192.043944 5.896E-24 4.721E-01.05860.064  164.74330.78-.003945              2              0                    R  9      475683 5 8 5 5 3 8    21.0   19.0
 53 4192.471808 3.142E-31 1.723E+00.04270.045 4121.25240.70-.006043              3              1                    R 33      465623 5 8 5 5 2 8    69.0   67.0
 52 4192.899309 2.125E-29 1.675E+00.04540.048 3571.53210.70-.005656              3              1                    R 28      475663 5 8 5 5 2 8   118.0  114.0
